object_type,domain,table_name,table_chinese_name,table_purpose,row_grain,field_position,field_name,field_chinese_name,data_type,nullable,default,stored_data,business_purpose,source_system,writer,foundation_tier,view_readiness_status,view_readiness_blockers,view_grain_key,key_and_constraints,foreign_key_activation,table_unique_constraints,table_exclusion_constraints,table_checks,time_semantics,history_version_semantics,sensitivity,example,misuse_warning,lifecycle,mutation_policy,minimum_grain_verdict,storage_class,derivability,why_stored_not_view
TABLE,ai,ai_call,AI调用流水,记录一次模型调用的模板版本、调用方、输入引用、输出、token、成本、延迟和验证结果。,一次模型请求一行,11,response_redacted,脱敏响应,text,True,,经过策略处理的模型原始输出。,离线复核。,应用AI调用,BakeryOps AI服务,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,WITH_TABLE,,,"completed_at IS NULL OR completed_at >= started_at | validation_status: validation_status IN ('VALID','INVALID_SCHEMA','SAFETY_BLOCKED','INCOMPLETE','NOT_APPLICABLE') | input_tokens: input_tokens IS NULL OR input_tokens >= 0 | output_tokens: output_tokens IS NULL OR output_tokens >= 0 | cost_usd: cost_usd IS NULL OR cost_usd >= 0 | latency_ms: latency_ms IS NULL OR latency_ms >= 0 | status: status IN ('RUNNING','SUCCEEDED','FAILED','CANCELLED','BLOCKED')",NOT_APPLICABLE,CONTROLLED_UPDATE_UNTIL_TERMINAL,restricted,<redacted response>,,CORE_MIGRATION,CONTROLLED_UPDATE_UNTIL_TERMINAL,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,CORE_PLATFORM_STATE,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,记录一次模型调用的模板版本、调用方、输入引用、输出、token、成本、延迟和验证结果。
TABLE,ai,ai_call,AI调用流水,记录一次模型调用的模板版本、调用方、输入引用、输出、token、成本、延迟和验证结果。,一次模型请求一行,12,parsed_output,结构化输出,jsonb,True,,通过输出 Schema 解析的结果。,供下游建议界面使用；仍须人工门禁。,应用AI调用,BakeryOps AI服务,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,WITH_TABLE,,,"completed_at IS NULL OR completed_at >= started_at | validation_status: validation_status IN ('VALID','INVALID_SCHEMA','SAFETY_BLOCKED','INCOMPLETE','NOT_APPLICABLE') | input_tokens: input_tokens IS NULL OR input_tokens >= 0 | output_tokens: output_tokens IS NULL OR output_tokens >= 0 | cost_usd: cost_usd IS NULL OR cost_usd >= 0 | latency_ms: latency_ms IS NULL OR latency_ms >= 0 | status: status IN ('RUNNING','SUCCEEDED','FAILED','CANCELLED','BLOCKED')",NOT_APPLICABLE,CONTROLLED_UPDATE_UNTIL_TERMINAL,none,"{""actions"":[]}",,CORE_MIGRATION,CONTROLLED_UPDATE_UNTIL_TERMINAL,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,CORE_PLATFORM_STATE,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,记录一次模型调用的模板版本、调用方、输入引用、输出、token、成本、延迟和验证结果。
TABLE,ai,ai_call,AI调用流水,记录一次模型调用的模板版本、调用方、输入引用、输出、token、成本、延迟和验证结果。,一次模型请求一行,13,validation_status,输出校验状态,text,False,,VALID、INVALID_SCHEMA、SAFETY_BLOCKED、INCOMPLETE 或 NOT_APPLICABLE。,无效输出不得写业务事实。,应用AI调用,BakeryOps AI服务,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,"validation_status IN ('VALID','INVALID_SCHEMA','SAFETY_BLOCKED','INCOMPLETE','NOT_APPLICABLE')",WITH_TABLE,,,"completed_at IS NULL OR completed_at >= started_at | validation_status: validation_status IN ('VALID','INVALID_SCHEMA','SAFETY_BLOCKED','INCOMPLETE','NOT_APPLICABLE') | input_tokens: input_tokens IS NULL OR input_tokens >= 0 | output_tokens: output_tokens IS NULL OR output_tokens >= 0 | cost_usd: cost_usd IS NULL OR cost_usd >= 0 | latency_ms: latency_ms IS NULL OR latency_ms >= 0 | status: status IN ('RUNNING','SUCCEEDED','FAILED','CANCELLED','BLOCKED')",NOT_APPLICABLE,CONTROLLED_UPDATE_UNTIL_TERMINAL,none,VALID,,CORE_MIGRATION,CONTROLLED_UPDATE_UNTIL_TERMINAL,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,CORE_PLATFORM_STATE,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,记录一次模型调用的模板版本、调用方、输入引用、输出、token、成本、延迟和验证结果。
TABLE,ai,ai_call,AI调用流水,记录一次模型调用的模板版本、调用方、输入引用、输出、token、成本、延迟和验证结果。,一次模型请求一行,14,input_tokens,输入Token,integer,True,,提供方报告的输入 token 数。,成本分析。,应用AI调用,BakeryOps AI服务,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,input_tokens IS NULL OR input_tokens >= 0,WITH_TABLE,,,"completed_at IS NULL OR completed_at >= started_at | validation_status: validation_status IN ('VALID','INVALID_SCHEMA','SAFETY_BLOCKED','INCOMPLETE','NOT_APPLICABLE') | input_tokens: input_tokens IS NULL OR input_tokens >= 0 | output_tokens: output_tokens IS NULL OR output_tokens >= 0 | cost_usd: cost_usd IS NULL OR cost_usd >= 0 | latency_ms: latency_ms IS NULL OR latency_ms >= 0 | status: status IN ('RUNNING','SUCCEEDED','FAILED','CANCELLED','BLOCKED')",NOT_APPLICABLE,CONTROLLED_UPDATE_UNTIL_TERMINAL,none,4200,,CORE_MIGRATION,CONTROLLED_UPDATE_UNTIL_TERMINAL,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,CORE_PLATFORM_STATE,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,记录一次模型调用的模板版本、调用方、输入引用、输出、token、成本、延迟和验证结果。
TABLE,ai,ai_call,AI调用流水,记录一次模型调用的模板版本、调用方、输入引用、输出、token、成本、延迟和验证结果。,一次模型请求一行,15,output_tokens,输出Token,integer,True,,提供方报告的输出 token 数。,成本分析。,应用AI调用,BakeryOps AI服务,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,output_tokens IS NULL OR output_tokens >= 0,WITH_TABLE,,,"completed_at IS NULL OR completed_at >= started_at | validation_status: validation_status IN ('VALID','INVALID_SCHEMA','SAFETY_BLOCKED','INCOMPLETE','NOT_APPLICABLE') | input_tokens: input_tokens IS NULL OR input_tokens >= 0 | output_tokens: output_tokens IS NULL OR output_tokens >= 0 | cost_usd: cost_usd IS NULL OR cost_usd >= 0 | latency_ms: latency_ms IS NULL OR latency_ms >= 0 | status: status IN ('RUNNING','SUCCEEDED','FAILED','CANCELLED','BLOCKED')",NOT_APPLICABLE,CONTROLLED_UPDATE_UNTIL_TERMINAL,none,620,,CORE_MIGRATION,CONTROLLED_UPDATE_UNTIL_TERMINAL,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,CORE_PLATFORM_STATE,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,记录一次模型调用的模板版本、调用方、输入引用、输出、token、成本、延迟和验证结果。
TABLE,ai,ai_call,AI调用流水,记录一次模型调用的模板版本、调用方、输入引用、输出、token、成本、延迟和验证结果。,一次模型请求一行,16,cost_usd,调用成本USD,"numeric(18,8)",True,,本次调用估算或实际美元成本。,AI成本监控。,应用AI调用,BakeryOps AI服务,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,cost_usd IS NULL OR cost_usd >= 0,WITH_TABLE,,,"completed_at IS NULL OR completed_at >= started_at | validation_status: validation_status IN ('VALID','INVALID_SCHEMA','SAFETY_BLOCKED','INCOMPLETE','NOT_APPLICABLE') | input_tokens: input_tokens IS NULL OR input_tokens >= 0 | output_tokens: output_tokens IS NULL OR output_tokens >= 0 | cost_usd: cost_usd IS NULL OR cost_usd >= 0 | latency_ms: latency_ms IS NULL OR latency_ms >= 0 | status: status IN ('RUNNING','SUCCEEDED','FAILED','CANCELLED','BLOCKED')",NOT_APPLICABLE,CONTROLLED_UPDATE_UNTIL_TERMINAL,none,0.01850000,,CORE_MIGRATION,CONTROLLED_UPDATE_UNTIL_TERMINAL,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,CORE_PLATFORM_STATE,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,记录一次模型调用的模板版本、调用方、输入引用、输出、token、成本、延迟和验证结果。
TABLE,ai,ai_call,AI调用流水,记录一次模型调用的模板版本、调用方、输入引用、输出、token、成本、延迟和验证结果。,一次模型请求一行,17,latency_ms,延迟毫秒,integer,True,,从请求到完整响应的耗时。,性能监控。,应用AI调用,BakeryOps AI服务,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,latency_ms IS NULL OR latency_ms >= 0,WITH_TABLE,,,"completed_at IS NULL OR completed_at >= started_at | validation_status: validation_status IN ('VALID','INVALID_SCHEMA','SAFETY_BLOCKED','INCOMPLETE','NOT_APPLICABLE') | input_tokens: input_tokens IS NULL OR input_tokens >= 0 | output_tokens: output_tokens IS NULL OR output_tokens >= 0 | cost_usd: cost_usd IS NULL OR cost_usd >= 0 | latency_ms: latency_ms IS NULL OR latency_ms >= 0 | status: status IN ('RUNNING','SUCCEEDED','FAILED','CANCELLED','BLOCKED')",NOT_APPLICABLE,CONTROLLED_UPDATE_UNTIL_TERMINAL,none,8420,,CORE_MIGRATION,CONTROLLED_UPDATE_UNTIL_TERMINAL,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,CORE_PLATFORM_STATE,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,记录一次模型调用的模板版本、调用方、输入引用、输出、token、成本、延迟和验证结果。
TABLE,ai,ai_call,AI调用流水,记录一次模型调用的模板版本、调用方、输入引用、输出、token、成本、延迟和验证结果。,一次模型请求一行,18,status,调用状态,text,False,,RUNNING、SUCCEEDED、FAILED、CANCELLED 或 BLOCKED。,识别未终态调用。,应用AI调用,BakeryOps AI服务,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,"status IN ('RUNNING','SUCCEEDED','FAILED','CANCELLED','BLOCKED')",WITH_TABLE,,,"completed_at IS NULL OR completed_at >= started_at | validation_status: validation_status IN ('VALID','INVALID_SCHEMA','SAFETY_BLOCKED','INCOMPLETE','NOT_APPLICABLE') | input_tokens: input_tokens IS NULL OR input_tokens >= 0 | output_tokens: output_tokens IS NULL OR output_tokens >= 0 | cost_usd: cost_usd IS NULL OR cost_usd >= 0 | latency_ms: latency_ms IS NULL OR latency_ms >= 0 | status: status IN ('RUNNING','SUCCEEDED','FAILED','CANCELLED','BLOCKED')",NOT_APPLICABLE,CONTROLLED_UPDATE_UNTIL_TERMINAL,none,SUCCEEDED,,CORE_MIGRATION,CONTROLLED_UPDATE_UNTIL_TERMINAL,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,CORE_PLATFORM_STATE,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,记录一次模型调用的模板版本、调用方、输入引用、输出、token、成本、延迟和验证结果。
TABLE,ai,ai_call,AI调用流水,记录一次模型调用的模板版本、调用方、输入引用、输出、token、成本、延迟和验证结果。,一次模型请求一行,19,started_at,开始时间,timestamptz,False,,AI请求开始时间。,运行时长。,应用AI调用,BakeryOps AI服务,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,WITH_TABLE,,,"completed_at IS NULL OR completed_at >= started_at | validation_status: validation_status IN ('VALID','INVALID_SCHEMA','SAFETY_BLOCKED','INCOMPLETE','NOT_APPLICABLE') | input_tokens: input_tokens IS NULL OR input_tokens >= 0 | output_tokens: output_tokens IS NULL OR output_tokens >= 0 | cost_usd: cost_usd IS NULL OR cost_usd >= 0 | latency_ms: latency_ms IS NULL OR latency_ms >= 0 | status: status IN ('RUNNING','SUCCEEDED','FAILED','CANCELLED','BLOCKED')",Explicit timestamp/date field; interpretation is limited to field contract.,CONTROLLED_UPDATE_UNTIL_TERMINAL,none,2026-08-09T10:00:00+08:00,,CORE_MIGRATION,CONTROLLED_UPDATE_UNTIL_TERMINAL,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,CORE_PLATFORM_STATE,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,记录一次模型调用的模板版本、调用方、输入引用、输出、token、成本、延迟和验证结果。
TABLE,ai,ai_call,AI调用流水,记录一次模型调用的模板版本、调用方、输入引用、输出、token、成本、延迟和验证结果。,一次模型请求一行,20,completed_at,结束时间,timestamptz,True,,调用进入终态时间。,识别卡住调用。,应用AI调用,BakeryOps AI服务,PHASE1,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,WITH_TABLE,,,"completed_at IS NULL OR completed_at >= started_at | validation_status: validation_status IN ('VALID','INVALID_SCHEMA','SAFETY_BLOCKED','INCOMPLETE','NOT_APPLICABLE') | input_tokens: input_tokens IS NULL OR input_tokens >= 0 | output_tokens: output_tokens IS NULL OR output_tokens >= 0 | cost_usd: cost_usd IS NULL OR cost_usd >= 0 | latency_ms: latency_ms IS NULL OR latency_ms >= 0 | status: status IN ('RUNNING','SUCCEEDED','FAILED','CANCELLED','BLOCKED')",Explicit timestamp/date field; interpretation is limited to field contract.,CONTROLLED_UPDATE_UNTIL_TERMINAL,none,2026-08-09T10:00:08+08:00,,CORE_MIGRATION,CONTROLLED_UPDATE_UNTIL_TERMINAL,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,CORE_PLATFORM_STATE,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,记录一次模型调用的模板版本、调用方、输入引用、输出、token、成本、延迟和验证结果。
