domain,domain_name,table_name,chinese_name,purpose,row_grain,writer,readers,source,foundation_tier,lifecycle,lifecycle_meaning,mutation_policy,mutation_policy_meaning,storage_class,minimum_grain_verdict,derivability,derived_fields_or_outputs,audit_action,original_r4_disposition,claude_fable_5_result,why_stored_not_view,retention,primary_key,outgoing_foreign_keys,incoming_references,read_only_views,unique_constraints,nulls_not_distinct_uniques,nulls_distinct_uniques,exclusion_constraints,table_checks,notes
pos,POS目录、销售与会员,pos_sales_hour,POS门店小时销售事实,保存门店每个营业小时的销售和订单汇总。,地点 × 营业日 × 营业小时 × POS批次一行,RES/POS 同步服务,BakeryOps | 财务网站 | 分析/BI,RES/POS 小时汇总报表,CORE_BUSINESS,CORE_MIGRATION,承接现有数据/契约或作为无损迁移必需治理底座,APPEND_ONLY,写入后不可修改；更正追加新事实或冲销事件,CORE_BASE_FACT,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,保存门店每个营业小时的销售和订单汇总。；这是来源原值或最小业务事件，是多种派生分析的不可替代输入。,永久保留；更正以新批次追加,sales_hour_id,pos_ingest_batch_id → pos_ingest_batch.pos_ingest_batch_id | location_id → ops_location.location_id,,v_pos_sales_hour_current,location_id + hour_started_at + pos_ingest_batch_id,,,,,这是 RES/POS 小时汇总接口的来源原值，不假设能由当前有限订单明细完整重算。日表与小时表只做同批次核对，不相加；小时客单价由 net_sales / order_count 派生。source_guest_count 只是 RES 的 num_of_guests 来源字段，不是经传感器或会员去重得到的真实客流。
pos,POS目录、销售与会员,pos_item_sales_hour,POS商品小时销售事实,保存 listing 在每个营业小时的销量和销售额；即使尚未映射 product_id 也能完整入库。,地点 × 营业小时 × POS listing × POS批次一行,RES/POS 同步服务,BakeryOps | 财务网站 | 分析/BI,RES/POS 单品小时报表,CORE_BUSINESS,CORE_MIGRATION,承接现有数据/契约或作为无损迁移必需治理底座,APPEND_ONLY,写入后不可修改；更正追加新事实或冲销事件,CORE_BASE_FACT,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,保存 listing 在每个营业小时的销量和销售额；即使尚未映射 product_id 也能完整入库。；这是来源原值或最小业务事件，是多种派生分析的不可替代输入。,永久保留；更正以新批次追加,item_sales_hour_id,pos_ingest_batch_id → pos_ingest_batch.pos_ingest_batch_id | location_id → ops_location.location_id | listing_id → pos_product_listing.listing_id,,v_pos_item_sales_hour_current,location_id + hour_started_at + listing_id + pos_ingest_batch_id,,,,gross_sales >= 0,这是全商品小时报表的独立来源事实；pos_order_item 目前只覆盖会员标记订单，不能替代本表。产品级分析先经 pos_product_mapping 连接 product_id，未确认 listing 不得按名称猜配。
pos,POS目录、销售与会员,pos_daily_breakdown,POS日销售维度拆分,保存支付方式、就餐方式或渠道等日销售拆分，避免把不同维度做成固定宽列。,地点 × 营业日 × 维度类型 × 维度值 × POS批次一行,RES/POS 同步服务,财务网站 | BakeryOps | 分析/BI,RES/POS breakdown 报表,CORE_BUSINESS,CORE_MIGRATION,承接现有数据/契约或作为无损迁移必需治理底座,APPEND_ONLY,写入后不可修改；更正追加新事实或冲销事件,CORE_BASE_FACT,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,保存支付方式、就餐方式或渠道等日销售拆分，避免把不同维度做成固定宽列。；这是来源原值或最小业务事件，是多种派生分析的不可替代输入。,业务存续期内保留；归档规则在实施前确认,daily_breakdown_id,pos_ingest_batch_id → pos_ingest_batch.pos_ingest_batch_id | location_id → ops_location.location_id,,v_pos_daily_breakdown_current,location_id + business_date + dimension_type + dimension_value + pos_ingest_batch_id,,,,,
pos,POS目录、销售与会员,pos_item_waste,POS商品报废事实,保存来源报废记录及标准原因，不把试吃等营销用途默认算作损失。,地点 × 营业日 × listing × 来源报废记录 × POS批次一行,RES/POS 同步服务,BakeryOps | 财务网站 | 分析/BI,RES/POS 报废报表,CORE_BUSINESS,CORE_MIGRATION,承接现有数据/契约或作为无损迁移必需治理底座,APPEND_ONLY,写入后不可修改；更正追加新事实或冲销事件,CORE_BASE_FACT,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,保存来源报废记录及标准原因，不把试吃等营销用途默认算作损失。；这是来源原值或最小业务事件，是多种派生分析的不可替代输入。,业务存续期内保留；归档规则在实施前确认,waste_id,pos_ingest_batch_id → pos_ingest_batch.pos_ingest_batch_id | location_id → ops_location.location_id | listing_id → pos_product_listing.listing_id,,v_pos_item_waste_current,pos_ingest_batch_id + source_row_fingerprint | pos_ingest_batch_id + source_waste_id [NULLS DISTINCT：仅非空值去重，允许多条空值],,pos_ingest_batch_id + source_waste_id,,,source_waste_amount 是来源报表观察值，不等于企业配方成本损失，也不一定等于实际成交单价×数量。经营损失需要在只读视图中按 is_financial_loss、有效成本与来源金额分别展示，不能把三种口径混成一个数字。
ops,地点、产品、预测、计划、执行与班表,ops_stockout_event,商品断货事件,记录人工确认或算法识别的断货时段、证据及估算损失。,地点 × listing × 一次连续断货区间一行,BakeryOps 断货检测；人工可确认,BakeryOps | 财务网站 | 分析/BI,POS 销售停止信号和人工确认,CORE_BUSINESS,CORE_MIGRATION,承接现有数据/契约或作为无损迁移必需治理底座,CONTROLLED_UPDATE_UNTIL_TERMINAL,运行或同步进入终态前可更新，终态后冻结并以新运行重算,CORE_BASE_FACT,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,记录人工确认或算法识别的断货时段、证据及估算损失。；这是来源原值或最小业务事件，是多种派生分析的不可替代输入。,业务存续期内保留；归档规则在实施前确认,stockout_event_id,location_id → ops_location.location_id | listing_id → pos_product_listing.listing_id | detected_job_run_id → app_job_run.job_run_id | created_by_user_id → app_user.user_id,,v_ops_item_daily_pulse,,,,"NO_OVERLAP(location_id, listing_id, tstzrange(started_at, ended_at, '[)')) WHERE status IN ('DETECTED','CONFIRMED','CLOSED')",ended_at IS NULL OR ended_at > started_at,由 BakeryOps 依据 POS 信号与人工确认写入，因此按写入责任归入 ops_；POS 原始销售事实仍只由 res_api 写入 pos_。DETECTED 阶段可补证据和结束时间；CONFIRMED、REJECTED 或 CLOSED 后冻结，重算损失必须追加新事件或新估算版本。
pos,POS目录、销售与会员,pos_order,POS订单稳定身份,只保存来源订单的稳定身份，不把尚未证明存在的订单头金额、状态或时间硬塞进同一行。,来源系统 × 地点 × 外部订单ID一行,RES/POS 同步服务,财务网站 | BakeryOps | HBTI | 分析/BI,RES reportId=211 的 D_orderId；未来其他已验证订单来源,CORE_BUSINESS,CORE_MIGRATION,承接现有数据/契约或作为无损迁移必需治理底座,APPEND_ONLY,写入后不可修改；更正追加新事实或冲销事件,CORE_BASE_FACT,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,只保存来源订单的稳定身份，不把尚未证明存在的订单头金额、状态或时间硬塞进同一行。；这是来源原值或最小业务事件，是多种派生分析的不可替代输入。,业务存续期内保留；归档规则在实施前确认,order_id,source_system_id → app_source_system.source_system_id | location_id → ops_location.location_id | first_seen_pos_ingest_batch_id → pos_ingest_batch.pos_ingest_batch_id,pos_member_card_transaction.order_id | pos_order_item.order_id | pos_payment.order_id | pos_refund.order_id,v_pos_order_item_current | v_pos_order_member_attribution,source_system_id + location_id + source_order_id,,,,,已确认 reportId=211 的 D_orderId 可与会员卡交易 order_id 桥接并可按日重跑；但只在一个已知 shop/date 样本核过 18/18，不能据此宣称跨所有门店全局唯一。会员归属、商品、金额和营业日由来源事实及治理视图计算，不冗余到身份行。
pos,POS目录、销售与会员,pos_order_item,POS订单商品最小事实,按一次来源批次保存订单内同一 listing 的合计数量与净额；这是当前可稳定重跑的最小商品粒度。,POS批次 × 订单 × listing 一行,RES/POS 同步服务,财务网站 | BakeryOps | HBTI | 分析/BI,RES reportId=211 商品行，先保留原行再按订单+商品 SUM,CORE_BUSINESS,CORE_MIGRATION,承接现有数据/契约或作为无损迁移必需治理底座,APPEND_ONLY,写入后不可修改；更正追加新事实或冲销事件,CORE_BASE_FACT,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,按一次来源批次保存订单内同一 listing 的合计数量与净额；这是当前可稳定重跑的最小商品粒度。；这是来源原值或最小业务事件，是多种派生分析的不可替代输入。,业务存续期内保留；归档规则在实施前确认,order_item_id,pos_ingest_batch_id → pos_ingest_batch.pos_ingest_batch_id | order_id → pos_order.order_id | listing_id → pos_product_listing.listing_id,,v_pos_order_item_current,pos_ingest_batch_id + order_id + listing_id,,,,,来源可能返回多条完全相同的订单+商品行；在没有稳定 source_order_item_id 时，不能凭值去重或伪造行号。每批先保留原始响应证据，再按订单+listing SUM 为一行并记录 source_row_count。批次不可变；来源历史更正创建新批次，由 current 视图选版，不能 upsert 覆盖后假装没有修订。
pos,POS目录、销售与会员,pos_payment,POS支付记录,保存订单的一次支付或支付状态变化。,每个来源支付记录一行,RES/POS 同步服务,财务网站 | 分析/BI,RES/POS 支付接口,SOURCE_CONDITIONAL,SOURCE_CONDITIONAL,只有外部来源身份、权限、粒度和重跑稳定性被验证后才实施,SOURCE_STATE_UNTIL_TERMINAL,忠实跟随来源系统的业务状态至终态，终态后不擅自改写,SOURCE_CONDITIONAL,NOT_PHASE1_SOURCE_UNVERIFIED,UNKNOWN_UNTIL_SOURCE_VERIFIED,,DEFER_UNTIL_SOURCE_PROVEN,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_DEFER_SOURCE,保存订单的一次支付或支付状态变化。；外部来源身份、粒度、权限和重跑契约尚未验证，当前只保留目标契约，不建正式表。,业务存续期内保留；归档规则在实施前确认,payment_id,source_system_id → app_source_system.source_system_id | order_id → pos_order.order_id | first_seen_pos_ingest_batch_id → pos_ingest_batch.pos_ingest_batch_id | last_seen_pos_ingest_batch_id → pos_ingest_batch.pos_ingest_batch_id,,,source_system_id + source_payment_id,,,,,仅在支付接口的稳定ID、状态终态、整单重跑和撤销语义得到实测证明后实施；source_system_id、order_id 与两个批次必须属于同一来源命名空间。
pos,POS目录、销售与会员,pos_refund,POS退款记录,保存订单或订单行级退款，不用负销售行替代退款事实。,每个来源退款记录一行,RES/POS 同步服务,财务网站 | BakeryOps | 分析/BI,RES/POS 退款接口,SOURCE_CONDITIONAL,SOURCE_CONDITIONAL,只有外部来源身份、权限、粒度和重跑稳定性被验证后才实施,APPEND_ONLY,写入后不可修改；更正追加新事实或冲销事件,SOURCE_CONDITIONAL,NOT_PHASE1_SOURCE_UNVERIFIED,UNKNOWN_UNTIL_SOURCE_VERIFIED,,DEFER_UNTIL_SOURCE_PROVEN,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_DEFER_SOURCE,保存订单或订单行级退款，不用负销售行替代退款事实。；外部来源身份、粒度、权限和重跑契约尚未验证，当前只保留目标契约，不建正式表。,业务存续期内保留；归档规则在实施前确认,refund_id,source_system_id → app_source_system.source_system_id | first_seen_pos_ingest_batch_id → pos_ingest_batch.pos_ingest_batch_id | order_id → pos_order.order_id | listing_id → pos_product_listing.listing_id,,,source_system_id + source_refund_id,,,,,仅在退款接口的稳定ID、订单/商品定位、撤销与重跑语义得到实测证明后实施；来源更正不可覆盖原退款事实，具体事件模型以来源能力验收为准。
pos,POS目录、销售与会员,pos_member,POS会员主档,只保存会员非敏感稳定身份和企业治理状态；每天变化的等级、积分、累计值和余额进入会员状态快照，联系方式另表隔离。,每个企业内可识别的 POS 会员一行,RES/POS 同步服务,财务网站 | HBTI | 分析/BI,RES 客户档案与会员卡列表并集,CORE_BUSINESS,CORE_MIGRATION,承接现有数据/契约或作为无损迁移必需治理底座,CONTROLLED_UPDATE,主数据允许受权限、审计和并发控制的更新,CORE_MASTER_IDENTITY,PASS_MINIMUM_PHYSICAL_FOUNDATION,PARTIAL_FIELDS_DERIVED_IN_VIEW,has_card -> EXISTS(pos_member_card) | has_profile/last_snapshot_date/level/growth/points/lifetime amounts/current balances -> v_pos_member_state_current from append-only snapshots,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,只保存会员非敏感稳定身份和企业治理状态；每天变化的等级、积分、累计值和余额进入会员状态快照，联系方式另表隔离。；稳定身份、有效期映射、单位换算或已发布定义无法从交易结果可靠反推。,按会员隐私政策保留；长期未出现先标 STALE，不自动删除事实,member_id,source_system_id → app_source_system.source_system_id | home_location_id → ops_location.location_id | merged_into_member_id → pos_member.member_id,app_one_time_token.member_id | mkt_campaign_member.member_id | msg_conversation.member_id | pos_member.merged_into_member_id | pos_member_balance_snapshot.member_id | pos_member_card.member_id | pos_member_card_transaction.member_id | pos_member_contact.member_id,v_pos_order_member_attribution,source_system_id + source_member_id,,,,,本表是稳定身份，不保存 has_card、has_profile、last_snapshot_date、等级、积分、余额或累计充值/消费。has_card 从 pos_member_card 派生；来源覆盖和所有时变值从 pos_member_balance_snapshot 及 v_pos_member_state_current 派生，避免同步重跑覆盖历史。
pos,POS目录、销售与会员,pos_member_contact,会员联系方式,隔离存放业务明确批准保留的会员手机号，并支持换号历史。,会员 × 联系方式类型 × 有效期一行,RES/POS 同步服务的受限写入路径,授权会员运营,RES 客户档案接口,CORE_BUSINESS,CORE_MIGRATION,承接现有数据/契约或作为无损迁移必需治理底座,CONTROLLED_UPDATE_UNTIL_TERMINAL,运行或同步进入终态前可更新，终态后冻结并以新运行重算,CORE_MASTER_IDENTITY,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,隔离存放业务明确批准保留的会员手机号，并支持换号历史。；稳定身份、有效期映射、单位换算或已发布定义无法从交易结果可靠反推。,按会员隐私政策保留；失效后到期删除密文,member_contact_id,member_id → pos_member.member_id,,,member_id + lookup_hash + valid_from,,,"NO_OVERLAP(member_id, contact_type, tstzrange(valid_from, valid_to, '[)'))",valid_to IS NULL OR valid_to > valid_from,来源身份、密文、哈希和 valid_from 写入后冻结；仅允许补写 verified_at 或关闭 valid_to，关闭后整行冻结。
pos,POS目录、销售与会员,pos_member_card,会员卡,把一名会员的多张卡拆为独立身份，避免把卡余额永远聚合进会员主档。,每张来源会员卡一行,RES/POS 同步服务,财务网站 | HBTI | 分析/BI,RES 会员卡列表,CORE_BUSINESS,CORE_MIGRATION,承接现有数据/契约或作为无损迁移必需治理底座,CONTROLLED_UPDATE,主数据允许受权限、审计和并发控制的更新,CORE_MASTER_IDENTITY,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,把一名会员的多张卡拆为独立身份，避免把卡余额永远聚合进会员主档。；稳定身份、有效期映射、单位换算或已发布定义无法从交易结果可靠反推。,业务存续期内保留；归档规则在实施前确认,member_card_id,member_id → pos_member.member_id | source_system_id → app_source_system.source_system_id | issued_location_id → ops_location.location_id,pos_member_card_transaction.member_card_id,,source_system_id + source_card_id,,,,,外部卡号只在 source_system_id 命名空间内唯一；受控写入必须校验 member_id 对应会员的来源系统一致，禁止把不同 POS 的同号卡合并。
pos,POS目录、销售与会员,pos_member_balance_snapshot,会员状态与余额快照,保存来源在某日直接观察到、无法从不完整流水可靠反推的会员等级、积分、累计值和会员名下全部卡余额。,会员 × 快照日期 × POS批次一行,RES/POS 同步服务,财务网站 | HBTI | 分析/BI,RES 客户档案状态与余额快照,CORE_BUSINESS,CORE_MIGRATION,承接现有数据/契约或作为无损迁移必需治理底座,APPEND_ONLY,写入后不可修改；更正追加新事实或冲销事件,CORE_BASE_FACT,PASS_MINIMUM_PHYSICAL_FOUNDATION,PARTIAL_FIELDS_DERIVED_IN_VIEW,partial flag and missing fields -> nullable balances + pos_ingest_batch status,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,保存来源在某日直接观察到、无法从不完整流水可靠反推的会员等级、积分、累计值和会员名下全部卡余额。；这是来源原值或最小业务事件，是多种派生分析的不可替代输入。,业务存续期内保留；归档规则在实施前确认,member_balance_snapshot_id,member_id → pos_member.member_id | pos_ingest_batch_id → pos_ingest_batch.pos_ingest_batch_id,,v_pos_member_state_current,member_id + snapshot_date + pos_ingest_batch_id,,,,,当前证据只证明 /crm 返回会员名下全部卡的聚合状态和余额，所以本表明确采用会员级快照粒度；不得把聚合余额复制给第一张卡或平均分摊。MEMBER_PROFILE 批次必须以客户档案与卡列表并集为成员全集：只有卡而无档案的会员也写 profile_present=false 快照，禁止用‘本批没有行’含糊表示档案不存在。未来只有在来源提供稳定 source_card_id 和卡级余额契约后，才另行评审卡级快照。字段缺失保留 NULL；完整性由字段 NULL 状态和 pos_ingest_batch.status 派生，不重复保存 is_partial/missing_sources。当前值只由 v_pos_member_state_current 确定性选出，绝不回写覆盖历史。
pos,POS目录、销售与会员,pos_member_card_transaction,会员卡交易流水,保存充值、消费核销、退款和余额调整的不可变事件。,每笔来源会员卡交易一行,RES/POS 同步服务,财务网站 | HBTI | 分析/BI,RES 会员卡交易报表,CORE_BUSINESS,CORE_MIGRATION,承接现有数据/契约或作为无损迁移必需治理底座,APPEND_ONLY,写入后不可修改；更正追加新事实或冲销事件,CORE_BASE_FACT,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,保存充值、消费核销、退款和余额调整的不可变事件。；这是来源原值或最小业务事件，是多种派生分析的不可替代输入。,永久保留；不存手机号、姓名、邮箱或自由备注,member_card_transaction_id,member_id → pos_member.member_id | member_card_id → pos_member_card.member_card_id | source_system_id → app_source_system.source_system_id | location_id → ops_location.location_id | pos_ingest_batch_id → pos_ingest_batch.pos_ingest_batch_id | order_id → pos_order.order_id,,v_pos_order_member_attribution,source_system_id + location_id + source_transaction_id,,,,"num_nonnulls(member_id, source_member_id, member_card_id, source_card_id) >= 1 | currency ~ '^[A-Z]{3}$'",订单会员归属不复制到 pos_order 或 pos_order_item。治理视图按 order_id 聚合不同 member_id：恰好一人才能解析，零人标 UNMATCHED，多人标 AMBIGUOUS 并保留全部候选流水。total_amount 是卡值变动，trade_amount 是类型相关来源金额，两者都不等于订单商品 net_sales。当前 source 字段由 pos_ingest_batch.dataset_code/source_system_id 承接，fetched_at 由批次完成时间承接；不在每条流水重复保存。
pos,POS目录、销售与会员,pos_member_daily_metric,会员日指标,保存会员人数、消费、充值、核销、调整和期末余额等来源日报原值；比率和可重算净额只在视图派生。,地点 × 营业日 × POS批次一行,RES/POS 同步服务,财务网站 | HBTI | 分析/BI,RES 会员相关日报接口,CORE_BUSINESS,CORE_MIGRATION,承接现有数据/契约或作为无损迁移必需治理底座,APPEND_ONLY,写入后不可修改；更正追加新事实或冲销事件,CORE_BASE_FACT,PASS_MINIMUM_PHYSICAL_FOUNDATION,PARTIAL_FIELDS_DERIVED_IN_VIEW,source/POS member-sales ratios -> v_pos_member_daily_summary | card payment net and source/POS ratios -> v_pos_member_daily_summary | topup total and stored-value face net -> v_pos_member_daily_summary | partial flag and missing fields -> nullable measures + pos_ingest_batch status,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,保存会员人数、消费、充值、核销、调整和期末余额等来源日报原值；比率和可重算净额只在视图派生。；这是来源原值或最小业务事件，是多种派生分析的不可替代输入。,业务存续期内保留；归档规则在实施前确认,member_daily_metric_id,location_id → ops_location.location_id | pos_ingest_batch_id → pos_ingest_batch.pos_ingest_batch_id,,v_pos_member_daily_metric_current,location_id + business_date + pos_ingest_batch_id,,,,,这是 RES 会员日报的独立来源观察，不是从 pos_order_item 或卡流水复制的系统汇总：当前订单商品事实只覆盖会员标记订单，卡交易金额也不等于商品净额。card_payment_net=redeem_amount+consume_refund、stored_value_face_net=topup_face_value+topup_refund+adjust_net-redeem_amount-consume_refund、topup_total=topup_face_value+topup_adjust_amount 均在视图派生，不物理重复。各指标缺失时保留 NULL；完整性由必需指标的 NULL 状态与 pos_ingest_batch.status 派生，不存 is_partial/missing_sources 副本。
ops,地点、产品、预测、计划、执行与班表,ops_calendar_event,日历事件,保存已解析的节假日、学校假期和其他可验证日历事件。,辖区 × 日期 × 事件一行,BakeryOps 日历任务,BakeryOps | 分析/BI,已完成并获准使用的日历抓取任务,CORE_BUSINESS,CORE_MIGRATION,承接现有数据/契约或作为无损迁移必需治理底座,CONTROLLED_WORKFLOW,只允许批准的状态机迁移并记录操作者和时间,CORE_WORKFLOW_FACT,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,保存已解析的节假日、学校假期和其他可验证日历事件。；人工决定、批准、状态转换或业务副作用本身就是事实，不能从最终结果倒推。,业务存续期内保留；归档规则在实施前确认,calendar_event_id,job_run_id → app_job_run.job_run_id,,v_ops_timeslot_sales_baseline | v_ops_holiday_factor,job_run_id + jurisdiction_code + event_date + event_name,,,,,R6 不再另建日历导入批次表：一次抓取就是 app_job_run；需求因子由销售事实、日历事件和算法版本视图计算，预测实际采用值冻结在 forecast_run/line。
ops,地点、产品、预测、计划、执行与班表,ops_operational_event,运营突发事件,记录停电、设备故障、人流异常、促销或其他当日突发情况及人工证据。,一个地点的一次连续运营事件一行,门店或区域运营,BakeryOps | 分析/BI,人工确认；部分事件可由系统建议,CORE_BUSINESS,CORE_MIGRATION,承接现有数据/契约或作为无损迁移必需治理底座,CONTROLLED_UPDATE_UNTIL_TERMINAL,运行或同步进入终态前可更新，终态后冻结并以新运行重算,CORE_BASE_FACT,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,记录停电、设备故障、人流异常、促销或其他当日突发情况及人工证据。；这是来源原值或最小业务事件，是多种派生分析的不可替代输入。,业务存续期内保留；归档规则在实施前确认,operational_event_id,location_id → ops_location.location_id | created_by_user_id → app_user.user_id,ops_operational_event_product.operational_event_id,v_business_timeline,,,,,ended_at IS NULL OR ended_at > started_at,OPEN 阶段允许补充证据和结束时间；CONFIRMED、RESOLVED 或 REJECTED 后事件冻结，更正追加新事件或审计冲销，不原地改写历史。
ops,地点、产品、预测、计划、执行与班表,ops_operational_event_product,运营事件受影响产品,明确运营事件影响哪些产品以及影响方向和数量。,运营事件 × 产品一行,门店或区域运营,BakeryOps | 分析/BI,人工确认,CORE_BUSINESS,CORE_MIGRATION,承接现有数据/契约或作为无损迁移必需治理底座,CONTROLLED_UPDATE_UNTIL_TERMINAL,运行或同步进入终态前可更新，终态后冻结并以新运行重算,CORE_BASE_FACT,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,明确运营事件影响哪些产品以及影响方向和数量。；这是来源原值或最小业务事件，是多种派生分析的不可替代输入。,业务存续期内保留；归档规则在实施前确认,operational_event_product_id,operational_event_id → ops_operational_event.operational_event_id | product_id → ops_product.product_id | created_by_user_id → app_user.user_id,,,operational_event_id + product_id,,,,,只允许在父事件 OPEN 阶段补充；父事件进入终态后本行冻结。
ops,地点、产品、预测、计划、执行与班表,ops_forecast_run,需求预测运行,冻结一次预测使用的目标日期、算法、输入清单和结果状态。,地点 × 目标营业日 × 一次算法运行一行,BakeryOps 预测任务,BakeryOps | 分析/BI,POS历史、日历、突发事件和业务规则,CORE_BUSINESS,CORE_MIGRATION,承接现有数据/契约或作为无损迁移必需治理底座,CONTROLLED_UPDATE_UNTIL_TERMINAL,运行或同步进入终态前可更新，终态后冻结并以新运行重算,CORE_DECISION_OUTPUT,PASS_HISTORICAL_DECISION_FACT,CALCULABLE_BUT_CURRENT_INPUTS_CANNOT_RECREATE_PAST_DECISION,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,冻结一次预测使用的目标日期、算法、输入清单和结果状态。；虽然数值可计算，但该版本曾被提出、批准或用于触发行动，历史决定本身不可从当前输入反推。,业务存续期内保留；归档规则在实施前确认,forecast_run_id,job_run_id → app_job_run.job_run_id | location_id → ops_location.location_id,ops_forecast_line.forecast_run_id | ops_production_plan_version.forecast_run_id,v_ops_forecast_accuracy,,,,,,
ops,地点、产品、预测、计划、执行与班表,ops_forecast_line,产品预测行,保存一次预测对每个产品的数量区间和解释。,预测运行 × 产品一行,BakeryOps 预测任务,BakeryOps | 分析/BI,预测运行输出,CORE_BUSINESS,CORE_MIGRATION,承接现有数据/契约或作为无损迁移必需治理底座,APPEND_ONLY,写入后不可修改；更正追加新事实或冲销事件,CORE_DECISION_OUTPUT,PASS_HISTORICAL_DECISION_FACT,CALCULABLE_BUT_CURRENT_INPUTS_CANNOT_RECREATE_PAST_DECISION,accuracy/error -> v_ops_forecast_accuracy,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,保存一次预测对每个产品的数量区间和解释。；虽然数值可计算，但该版本曾被提出、批准或用于触发行动，历史决定本身不可从当前输入反推。,业务存续期内保留；归档规则在实施前确认,forecast_line_id,forecast_run_id → ops_forecast_run.forecast_run_id | product_id → ops_product.product_id,ops_production_plan_line.forecast_line_id,v_ops_forecast_accuracy,forecast_run_id + product_id,,,,lower_bound IS NULL OR lower_bound >= 0 | upper_bound IS NULL OR upper_bound >= forecast_quantity,
